IDE,DT,O,C,H,L,V,A,turnover
11,1990-12-19,458.766,462.796,462.796,458.493,4940.9881976395,494000,0.000
11,1990-12-20,467.047,467.134,467.134,462.796,804.67477727752,84000,0.000
11,1990-12-21,471.541,471.596,471.596,466.496,146.61412993677,16000,0.000
11,1990-12-24,475.604,476.468,476.468,471.596,270.6241815801,31000,0.000
11,1990-12-25,481.214,481.348,481.348,476.468,49.89604989605,6000,0.000
11,1990-12-26,485.458,485.458,485.458,481.348,423.08613395067,53000,0.000
11,1990-12-27,485.458,485.466,485.466,485.458,830.1404853129,104000,0.000
11,1990-12-28,486.353,486.401,486.401,485.466,695.92724396995,88000,0.000
11,1990-12-31,486.488,487.318,487.318,486.424,470.18258757151,60000,0.000
11,1991-01-02,487.318,488.282,488.282,487.318,457.93231915554,59000,0.000
11,1991-01-03,488.282,489.291,489.291,488.282,714.61502996773,93000,0.000
11,1991-01-04,490.160,490.290,490.290,489.291,1985.6968959221,261000,0.000
11,1991-01-07,490.710,490.763,490.763,490.298,1067.6965015902,141000,0.000
11,1991-01-08,491.188,491.234,491.234,490.763,13611.697316853,1806000,0.000
11,1991-01-09,491.702,491.733,491.733,491.234,24208.789560522,3228000,0.000
11,1991-01-10,492.176,492.206,492.206,491.733,40300.067179219,5399000,0.000
11,1991-01-11,492.685,492.678,492.685,492.611,52860.326894502,7115000,0.000
11,1991-01-14,492.311,492.730,493.117,492.311,51110.121036608,6883000,0.000
11,1991-01-15,492.386,492.782,492.782,492.371,7495.9180644204,1010000,0.000
11,1991-01-16,492.371,492.409,492.782,492.334,2011.3230035757,270000,0.000
11,1991-01-17,491.981,492.416,492.416,491.966,2487.895716946,334000,0.000
11,1991-01-18,492.004,492.409,492.416,491.981,11695.47079857,1570000,0.000
11,1991-01-21,492.004,492.409,492.409,491.974,7665.3754469607,1029000,0.000
11,1991-01-22,492.019,492.019,492.409,491.974,1346.0963206701,180000,0.000
11,1991-01-23,491.604,491.604,492.019,491.582,4317.7892918826,575000,0.000
11,1991-01-24,491.181,491.181,491.604,491.151,6915.0139506825,917000,0.000
11,1991-01-25,490.756,490.756,490.771,490.740,13040.514956456,1722000,0.000
11,1991-01-28,490.306,490.306,490.374,490.306,19511.638521223,2565000,0.000
11,1991-01-29,489.915,489.915,489.930,489.915,5421.9167621229,710000,0.000
11,1991-01-30,489.523,489.523,489.915,489.500,1993.2536031892,260000,0.000
11,1991-01-31,489.129,489.160,489.538,489.129,1877.3563129953,244000,0.000
11,1991-02-01,488.796,488.804,489.160,488.757,1080.9976063624,140000,0.000
11,1991-02-04,488.446,488.446,488.858,488.446,2115.4591243704,273000,0.000
11,1991-02-05,488.064,488.079,488.079,488.040,33053.351998756,4250000,0.000
11,1991-02-06,488.508,488.516,488.524,487.672,29789.375871148,3847000,0.000
11,1991-02-07,488.982,489.021,489.021,488.516,11587.949765005,1504000,0.000
11,1991-02-08,489.461,489.477,489.484,489.021,6741.8315692591,879000,0.000
11,1991-02-11,489.892,489.930,489.930,489.484,36909.215850958,4834000,0.000
11,1991-02-12,490.367,490.221,490.382,489.930,15119.908641035,1986000,0.000
11,1991-02-13,490.664,490.657,490.664,490.221,5101.5767131595,673000,0.000
11,1991-02-14,491.120,491.120,491.120,490.946,14208.103825549,1883000,0.000
11,1991-02-19,491.567,491.574,491.582,491.536,9133.9292420942,1216000,0.000
11,1991-02-20,491.951,491.981,491.981,491.574,3890.1773023117,520000,0.000
11,1991-02-21,492.409,492.439,492.439,491.981,13188.859100387,1771000,0.000
11,1991-02-22,492.864,492.879,492.879,492.439,14851.338325795,2003000,0.000
11,1991-02-25,492.506,492.528,492.879,492.476,4620.5357142857,621000,0.000
11,1991-02-26,492.154,492.176,492.558,492.154,19002.463973718,2545000,0.000
11,1991-02-27,491.808,491.831,492.214,491.808,1056.4171723983,141000,0.000
11,1991-02-28,491.468,491.484,491.868,491.461,8924.1410420269,1187000,0.000
11,1991-03-01,491.120,491.120,491.120,491.075,28499.207726552,3777000,0.000
11,1991-03-04,490.786,490.710,490.786,490.702,10743.2381241,1418000,0.000
11,1991-03-05,490.275,490.306,490.710,490.267,7104.8227597748,934000,0.000
11,1991-03-06,489.869,489.907,489.915,489.869,10271.880250496,1345000,0.000
11,1991-03-07,489.500,489.500,489.907,489.500,3274.2887815352,427000,0.000
11,1991-03-08,489.059,489.098,489.500,489.059,4165.0627454,541000,0.000
11,1991-03-11,488.641,488.648,489.098,488.641,2312.2728327276,299000,0.000
11,1991-03-12,488.197,488.228,488.648,488.197,6080.6088374621,783000,0.000
11,1991-03-13,486.146,486.162,488.228,486.146,3313.5156559651,418000,0.000
11,1991-03-14,485.731,485.747,486.162,485.731,1926.2914908859,242000,0.000
11,1991-03-15,485.306,485.378,485.739,485.306,3219.6213150116,403000,0.000
11,1991-03-18,485.000,485.008,485.378,484.992,9702.5098227889,1210000,0.000
11,1991-03-19,484.621,484.612,485.008,484.612,5490.2592175173,682000,0.000
11,1991-03-20,484.158,484.158,484.604,484.134,3501.5364709688,433000,0.000
11,1991-03-21,483.735,483.719,484.158,483.719,1064.0025990903,131000,0.000
11,1991-03-22,483.310,483.310,483.719,483.310,978.63317566466,120000,0.000
11,1991-03-25,482.899,482.899,483.310,482.882,2653.1280707501,324000,0.000
11,1991-03-26,482.487,482.487,482.915,482.487,5829.6332839993,709000,0.000
11,1991-03-27,482.073,482.073,482.503,482.073,3021.7965653897,366000,0.000
11,1991-03-28,481.682,481.649,482.097,481.649,4187.0491667358,505000,0.000
11,1991-03-29,481.273,481.298,481.649,481.231,18187.869207089,2186000,0.000
11,1991-04-01,481.715,481.748,481.748,480.871,46931.168723598,5666000,0.000
11,1991-04-02,482.147,482.147,482.214,481.748,3192.8058741028,387000,0.000
11,1991-04-03,482.561,482.561,482.561,482.147,8027.2779557966,977000,0.000
11,1991-04-04,482.965,482.569,482.965,482.172,41447.58462044,5045000,0.000
11,1991-04-05,482.031,482.420,482.577,481.998,49654.43475399,6035000,0.000
11,1991-04-08,482.064,482.048,482.064,482.014,13832.68643158,1675000,0.000
11,1991-04-09,481.640,481.657,482.056,481.640,2462.2782291494,297000,0.000
11,1991-04-10,481.264,481.273,481.657,481.214,2338.5486018642,281000,0.000
11,1991-04-11,480.837,480.837,481.273,480.820,4814.44332999,576000,0.000
11,1991-04-12,480.467,480.475,480.845,480.425,2524.9559600705,301000,0.000
11,1991-04-15,480.070,480.104,480.484,480.061,3249.9789509135,386000,0.000
11,1991-04-16,479.756,479.739,480.104,479.739,1495.6903836404,177000,0.000
11,1991-04-17,479.382,479.365,479.739,479.356,2196.7769296014,259000,0.000
11,1991-04-18,478.980,478.980,479.390,478.980,1132.3967645807,133000,0.000
11,1991-04-19,478.663,478.663,479.023,478.637,3621.4554151008,424000,0.000
11,1991-04-22,478.276,478.276,478.663,478.233,2752.2935779817,321000,0.000
11,1991-04-23,477.914,477.896,478.276,477.862,2272.140459592,264000,0.000
11,1991-04-24,477.472,477.550,477.896,477.472,1044.9952500216,121000,0.000
11,1991-04-25,477.193,477.176,477.550,477.150,8651.1789181692,998000,0.000
11,1991-04-26,478.000,477.350,478.000,476.441,50242.29837314,5806000,0.000
11,1991-04-29,476.739,476.643,477.983,476.643,31459.694989107,3610000,0.000
11,1991-04-30,475.887,475.931,476.748,475.887,23995.085132526,2734000,0.000
11,1991-05-02,475.134,475.241,475.276,475.125,9932.8384588194,1124000,0.000
11,1991-05-03,474.617,474.572,475.250,474.474,21225.869584557,2386000,0.000
11,1991-05-06,473.891,473.855,474.572,473.819,12749.753606308,1423000,0.000
11,1991-05-07,473.123,473.141,473.213,473.123,8184.4432412922,907000,0.000
11,1991-05-08,472.540,472.422,473.141,472.394,3408.1614105244,375000,0.000
11,1991-05-09,471.808,471.744,472.504,471.762,11162.960929637,1220000,0.000
11,1991-05-10,471.116,471.042,471.845,471.042,2883.9952086981,313000,0.000
11,1991-05-13,470.439,470.401,470.439,470.308,1687.6854599407,182000,0.000
11,1991-05-14,469.812,469.794,470.401,469.672,1725.907267469,185000,0.000
11,1991-05-15,469.201,469.211,469.239,469.069,2880.7356666979,307000,0.000
11,1991-05-16,468.510,468.453,468.539,468.377,13661.718823863,1445000,0.000
11,1991-05-17,467.834,469.380,469.380,467.681,71503.512880562,7633000,0.000
11,1991-05-20,470.327,470.383,470.383,469.343,8569.8386199221,924000,0.000
11,1991-05-21,471.375,471.301,471.375,471.126,12030.144288209,1309000,0.000
11,1991-05-22,472.129,470.783,472.230,470.653,73598.152424942,7967000,0.000
11,1991-05-23,470.103,471.550,471.624,469.944,25394.206087275,2770000,0.000
11,1991-05-24,472.458,472.467,472.467,472.230,6004.7238372093,661000,0.000
11,1991-05-27,473.349,472.996,473.367,471.909,34583.408639075,3827000,0.000
11,1991-05-28,473.855,473.918,473.918,473.629,8685.5300859599,970000,0.000
11,1991-05-29,474.876,474.876,474.876,473.909,11707.317073171,1320000,0.000
11,1991-05-30,475.755,475.825,475.825,474.894,6615.709014233,753000,0.000
11,1991-05-31,476.713,476.713,476.713,475.843,12801.532700514,1470000,0.000
11,1991-06-03,477.645,477.706,477.706,476.766,14167.457100974,1643000,0.000
11,1991-06-04,478.698,478.698,478.698,478.448,17230.191256831,2018000,0.000
11,1991-06-05,479.595,479.595,479.595,478.715,2361.0053313024,279000,0.000
11,1991-06-06,480.517,480.593,480.576,479.595,1340.594888982,160000,0.000
11,1991-06-07,481.523,481.532,481.532,480.593,688.96820785258,83000,0.000
11,1991-06-10,482.511,482.528,482.528,481.532,3764.2804306731,458000,0.000
11,1991-06-11,483.531,483.531,483.531,482.528,3051.5094800228,375000,0.000
11,1991-06-12,484.353,484.523,484.523,483.531,5922.165820643,735000,0.000
11,1991-06-13,485.506,485.515,485.515,484.150,92253.071645125,11563000,0.000
11,1991-06-14,484.815,484.863,486.313,484.815,28434.915281458,3541000,0.000
11,1991-06-17,485.747,485.859,485.859,484.061,32249.344040709,4056000,0.000
11,1991-06-18,486.861,486.861,486.861,486.575,7990.2385263324,1015000,0.000
11,1991-06-19,487.719,487.852,487.852,486.861,5799.3608231351,744000,0.000
11,1991-06-20,488.835,488.850,488.850,488.571,10195.261248746,1321000,0.000
11,1991-06-21,489.738,489.846,489.846,488.259,59193.030719853,7746000,0.000
11,1991-06-24,490.794,490.847,490.847,490.565,12536.884315654,1657000,0.000
11,1991-06-25,491.838,491.846,491.846,490.847,9708.5924039254,1296000,0.000
11,1991-06-26,492.849,492.849,492.849,491.846,15938.589334718,2149000,0.000
11,1991-06-27,493.747,493.858,493.858,492.849,18510.903884279,2521000,0.000
11,1991-06-28,494.754,494.864,494.864,493.858,22041.291072986,3032000,0.000
11,1991-07-01,494.190,494.344,495.635,494.131,91114.358786993,12469000,0.000
11,1991-07-02,493.651,493.688,493.688,493.488,27905.266254781,3794000,0.000
11,1991-07-03,493.184,493.177,493.688,492.961,13439.787092482,1818000,0.000
11,1991-07-04,494.182,494.182,494.182,492.371,59247.603015443,8095000,0.000
11,1991-07-05,493.725,493.688,494.952,493.644,69093.851132686,9394000,0.000
11,1991-07-08,493.169,493.184,493.184,492.924,21621.821407451,2925000,0.000
11,1991-07-09,494.131,492.708,494.138,492.461,31001.18835413,4174000,0.000
11,1991-07-10,492.528,492.221,493.422,492.019,21598.626763191,2894000,0.000
11,1991-07-11,491.642,491.763,492.221,491.574,18121.157594842,2417000,0.000
11,1991-07-12,491.325,491.325,491.763,491.037,11174.698795181,1484000,0.000
11,1991-07-15,492.154,491.582,492.304,490.619,41565.269640979,5534000,0.000
11,1991-07-16,492.521,492.581,492.581,491.582,9875.8087305719,1328000,0.000
11,1991-07-17,493.577,493.577,493.577,493.266,2923.2015315514,397000,0.000
11,1991-07-18,494.579,494.579,494.579,493.577,3382.6638477801,464000,0.000
11,1991-07-19,494.937,494.234,495.577,494.204,38346.744696416,5242000,0.000
11,1991-07-22,495.236,495.236,495.236,494.234,10306.366335917,1423000,0.000
11,1991-07-23,496.163,496.192,496.192,495.236,25453.762823732,3548000,0.000
11,1991-07-24,497.104,497.118,497.161,495.686,20621.268126244,2901000,0.000
11,1991-07-25,496.774,496.767,497.353,496.624,29103.359726086,4080000,0.000
11,1991-07-26,496.710,497.104,497.674,496.106,32134.224370823,4520000,0.000
11,1991-07-29,497.503,497.716,497.858,497.211,16605.426794799,2350000,0.000
11,1991-07-30,498.332,498.332,498.374,497.624,19088.419130557,2718000,0.000
11,1991-07-31,499.267,499.322,499.322,498.332,13859.527121001,1993000,0.000
11,1991-08-01,500.241,500.324,500.324,499.322,15904.709446433,2310000,0.000
11,1991-08-02,501.185,501.315,501.315,500.462,39712.29888192,5825000,0.000
11,1991-08-05,502.256,502.317,502.317,501.315,17502.53121836,2593000,0.000
11,1991-08-06,503.310,503.310,503.310,502.317,7118.0323486165,1065000,0.000
11,1991-08-07,504.186,504.312,504.312,503.310,3838.0095288512,580000,0.000
11,1991-08-08,505.272,505.298,505.298,504.312,6847.5198217679,1045000,0.000
11,1991-08-09,506.144,506.275,506.275,505.298,12913.692407528,1990000,0.000
11,1991-08-12,507.080,507.210,507.210,506.275,13848.527709914,2154000,0.000
11,1991-08-13,508.065,508.193,508.193,507.210,67033.806583052,10529000,0.000
11,1991-08-14,508.977,509.187,509.187,508.857,18464.351005484,2929000,0.000
11,1991-08-15,510.000,510.183,510.183,509.187,5305.5364833656,850000,0.000
11,1991-08-16,511.026,511.051,511.051,510.183,3595.297029703,581000,0.000
11,1991-08-19,512.047,512.047,512.047,511.051,3762.0243857607,614000,0.000
11,1991-08-20,512.985,513.046,513.046,512.047,2353.7976219364,388000,0.000
11,1991-08-21,514.047,514.047,514.047,513.046,12649.408372875,2106000,0.000
11,1991-08-22,514.840,515.050,515.050,514.047,5024.9762131304,845000,0.000
11,1991-08-23,516.031,516.031,516.031,515.050,2956.2452152406,502000,0.000
11,1991-08-26,517.032,517.032,517.032,516.031,3020.2320564399,518000,0.000
11,1991-08-27,517.936,518.012,518.012,517.032,3002.4828223339,520000,0.000
11,1991-08-28,518.953,519.011,519.011,518.012,2921.3354676424,511000,0.000
11,1991-08-29,519.932,520.006,520.006,519.011,9221.1026831201,1629000,0.000
11,1991-08-30,520.878,521.007,521.007,520.006,23645.126940537,4219000,0.000
11,1991-09-02,521.933,522.011,522.011,521.007,4916.2135168128,886000,0.000
11,1991-09-03,522.838,522.982,522.982,522.011,5165.6866516459,940000,0.000
11,1991-09-04,523.911,523.927,523.927,522.982,2558.658609614,470000,0.000
11,1991-09-05,524.902,524.918,524.918,523.927,5902.6467575872,1095000,0.000
11,1991-09-06,525.770,525.915,525.915,524.918,9399.0179333903,1761000,0.000
11,1991-09-09,526.844,526.919,526.919,525.915,12412.809131262,2349000,0.000
11,1991-09-10,527.839,526.434,527.839,526.360,114198.48138905,21507000,0.000
11,1991-09-11,525.878,525.840,525.878,525.647,78394.402307446,14677000,0.000
11,1991-09-12,525.302,525.302,525.937,525.221,87342.927719901,16265000,0.000
11,1991-09-13,526.258,526.146,526.279,524.647,127988.71079397,24035000,0.000
11,1991-09-16,527.083,527.142,527.142,526.146,33444.05778762,6343000,0.000
11,1991-09-17,527.933,526.605,527.944,526.408,98717.201166181,18623000,0.000
11,1991-09-18,525.862,526.060,526.573,525.819,58705.963865054,11015000,0.000
11,1991-09-19,526.071,525.658,526.903,525.448,78162.457191781,14607000,0.000
11,1991-09-20,525.059,525.140,525.835,524.999,39893.502581756,7417000,0.000
11,1991-09-23,524.641,524.641,525.140,524.484,15167.567567568,2806000,0.000
11,1991-09-24,524.075,524.140,524.663,523.927,5443.2855280313,1002000,0.000
11,1991-09-25,523.439,523.653,524.140,523.439,5098.5315792347,934000,0.000
11,1991-09-26,523.114,523.180,523.653,522.960,25338.671639335,4620000,0.000
11,1991-09-27,523.615,522.899,524.037,522.550,112286.87713123,20416000,0.000
11,1991-09-30,522.044,522.400,522.971,522.038,123457.88193677,22336000,0.000
11,1991-10-03,522.750,523.263,523.263,521.776,67563.568610259,12329000,0.000
11,1991-10-04,524.255,524.255,524.255,523.873,27342.774974225,5039000,0.000
11,1991-10-07,525.156,525.183,525.183,524.864,39198.924731183,7291000,0.000
11,1991-10-08,526.039,525.985,526.049,525.183,81289.668782335,15241000,0.000
11,1991-10-09,526.520,526.855,526.855,525.351,71065.989847716,13440000,0.000
11,1991-10-10,527.696,527.854,527.854,526.855,22684.676194964,4333000,0.000
11,1991-10-11,528.813,528.818,528.833,527.854,37599.170339642,7251000,0.000
11,1991-10-14,529.446,529.762,529.772,528.541,71649.458057225,13948000,0.000
11,1991-10-15,530.743,530.758,530.758,529.762,36951.324958039,7265000,0.000
11,1991-10-16,531.725,531.755,531.755,530.758,31590.874754495,6273000,0.000
11,1991-10-17,532.727,532.732,532.732,531.755,20627.400129669,4136000,0.000
11,1991-10-18,533.725,533.730,533.730,532.732,11772.258160091,2384000,0.000
11,1991-10-21,534.727,534.727,534.727,533.730,12291.595364983,2514000,0.000
11,1991-10-22,535.476,535.705,535.705,534.727,7364.5475233622,1521000,0.000
11,1991-10-23,536.447,536.539,536.539,535.705,9507.8031212485,1980000,0.000
11,1991-10-24,537.476,537.413,537.476,536.539,62712.42919027,13174000,0.000
11,1991-10-25,537.542,538.266,538.318,537.241,105083.54573775,22263000,0.000
11,1991-10-28,539.041,539.267,539.267,538.266,11015.04813534,2357000,0.000
11,1991-10-29,540.039,540.109,540.109,539.267,9588.4697376958,2069000,0.000
11,1991-10-30,540.383,540.411,540.411,540.109,8381.4628286282,1814000,0.000
11,1991-10-31,541.409,541.414,541.414,540.411,13330.283623056,2914000,0.000
11,1991-11-01,542.379,542.383,542.383,541.414,19540.594418267,4313000,0.000
11,1991-11-04,543.313,543.313,543.313,542.415,15046.909368407,3352000,0.000
11,1991-11-05,544.063,544.157,544.157,543.313,9904.295570888,2225000,0.000
11,1991-11-06,545.128,545.150,545.150,544.157,9643.8645980254,2188000,0.000
11,1991-11-07,546.054,546.054,546.054,545.150,17843.88240947,4085000,0.000
11,1991-11-08,546.954,547.054,547.054,546.054,47742.40982614,11039000,0.000
11,1991-11-11,548.032,548.062,548.062,547.054,9120.1027617213,2130000,0.000
11,1991-11-12,549.004,549.025,549.025,548.062,3876.1662425785,914000,0.000
11,1991-11-13,549.328,549.395,549.395,549.025,3714.0321967296,879000,0.000
11,1991-11-14,549.701,549.726,549.726,549.395,3958.7281532954,940000,0.000
11,1991-11-15,550.064,550.064,550.064,549.726,8033.5781741868,1914000,0.000
11,1991-11-18,550.816,551.059,551.059,550.064,6375.1974066994,1534000,0.000
11,1991-11-19,551.733,551.733,551.733,551.059,8421.4002642008,2040000,0.000
11,1991-11-20,552.667,552.667,552.667,551.733,7889.5705521472,1929000,0.000
11,1991-11-21,553.387,553.408,553.408,552.667,8241.6467053713,2030000,0.000
11,1991-11-22,554.192,554.310,554.310,553.408,7862.2299118819,1954000,0.000
11,1991-11-25,555.239,555.243,555.243,554.310,7825.3936615507,1963000,0.000
11,1991-11-26,556.061,556.089,556.089,555.243,9194.7661778076,2326000,0.000
11,1991-11-27,556.999,557.070,557.070,556.089,6874.1436680368,1756000,0.000
11,1991-11-28,557.787,557.814,557.814,557.070,8746.8428210608,2251000,0.000
11,1991-11-29,558.720,558.689,558.786,557.814,109603.2357473,28453000,0.000
11,1991-12-02,559.530,559.687,559.687,558.716,62206.796597887,16310000,0.000
11,1991-12-03,560.622,560.686,560.686,559.687,4557.9849703561,1207000,0.000
11,1991-12-04,560.959,561.050,561.050,560.686,3397.6746811153,903000,0.000
11,1991-12-05,561.318,561.386,561.386,561.050,7875.196879922,2100000,0.000
11,1991-12-06,562.391,562.395,562.395,561.386,6675.3294969371,1798000,0.000
11,1991-12-09,562.737,562.737,562.737,562.395,6097.6060976061,1648000,0.000
11,1991-12-10,562.737,563.714,563.714,562.737,2436.700743835,665000,0.000
11,1991-12-11,563.942,564.008,564.008,563.714,3138.3581162544,859000,0.000
11,1991-12-12,564.265,564.265,564.265,564.008,5991.0353121242,1644000,0.000
11,1991-12-13,565.140,565.209,565.209,564.265,3472.9241877256,962000,0.000
11,1991-12-16,565.401,565.517,565.517,565.209,2940.4354867734,817000,0.000
11,1991-12-17,565.813,565.817,565.817,565.517,2705.6121716664,754000,0.000
11,1991-12-18,566.047,566.116,566.116,565.817,3194.8767485958,893000,0.000
11,1991-12-19,566.285,566.353,566.353,566.116,4433.0228075811,1242000,0.000
11,1991-12-20,567.302,567.302,567.302,566.518,22161.722589541,6268000,0.000
11,1991-12-23,568.299,568.299,568.299,567.302,4137.9310344828,1182000,0.000
11,1991-12-24,568.331,568.500,568.500,568.299,2071.8328558452,593000,0.000
11,1991-12-25,568.805,568.826,568.826,568.500,3040.2228800279,873000,0.000
11,1991-12-26,569.133,569.133,569.133,568.826,4936.9857306531,1422000,0.000
11,1991-12-27,570.043,570.112,570.112,569.133,6150.9369090597,1789000,0.000
11,1991-12-30,570.409,570.409,570.409,570.112,6448.1848411093,1881000,0.000
11,1991-12-31,570.674,570.767,570.767,570.409,2930.828351836,858000,0.000
11,1992-01-02,571.106,571.110,571.110,570.770,4558.2978723404,1339000,0.000
11,1992-01-03,571.958,572.053,572.053,571.110,6212.0598947794,1842000,0.000
11,1992-01-06,572.445,572.445,572.445,572.053,14230.045686643,4236000,0.000
11,1992-01-07,572.735,572.813,572.813,572.445,3561.2678649128,1064000,0.000
11,1992-01-08,573.108,573.111,573.111,572.813,3103.5173196289,930000,0.000
11,1992-01-09,573.430,573.433,573.433,573.111,4138.114563236,1244000,0.000
11,1992-01-10,573.833,573.837,573.837,573.433,8710.2011065832,2629000,0.000
11,1992-01-13,574.169,574.245,574.245,573.893,3619.745264964,1097000,0.000
11,1992-01-14,574.811,575.130,575.130,574.245,2806.3060116439,858000,0.000
11,1992-01-15,575.419,575.422,575.422,575.130,1024.0354825033,314000,0.000
11,1992-01-16,575.494,575.494,575.494,575.422,1590.3535929607,488000,0.000
11,1992-01-17,575.664,575.668,575.668,575.494,1044.3099746242,321000,0.000
11,1992-01-20,575.668,575.671,575.671,575.668,1633.104525196,502000,0.000
11,1992-01-21,575.828,575.828,575.828,575.671,2111.2807353753,650000,0.000
11,1992-01-22,575.854,575.854,575.854,575.828,1425.556096769,439000,0.000
11,1992-01-23,576.043,576.043,576.043,575.854,1889.6055488931,583000,0.000
11,1992-01-24,576.212,576.212,576.212,576.043,3248.6652645203,1004000,0.000
11,1992-01-27,577.038,577.041,577.041,576.212,2406.854722249,750000,0.000
11,1992-01-28,577.061,577.116,577.116,577.041,2635.9671626475,822000,0.000
11,1992-01-29,577.299,577.302,577.354,577.116,1440.368734396,450000,0.000
11,1992-01-30,577.402,577.402,577.402,577.302,1736.3220669587,543000,0.000
11,1992-01-31,577.566,577.566,577.566,577.402,1870.7700166007,586000,0.000
11,1992-02-03,577.867,577.867,577.867,577.566,1855.6241644917,583000,0.000
11,1992-02-07,578.039,578.039,578.039,577.867,1674.5043213015,527000,0.000
11,1992-02-10,578.304,578.307,578.307,578.039,1857.0160983648,586000,0.000
11,1992-02-11,578.485,578.584,578.584,578.307,1453.718041905,460000,0.000
11,1992-02-12,578.584,578.587,578.587,578.584,1254.5822272785,397000,0.000
11,1992-02-13,578.841,578.778,578.945,578.784,5299.0158970477,1680000,0.000
11,1992-02-14,579.539,579.611,579.611,578.778,2408.6586586587,770000,0.000
11,1992-02-17,579.639,579.639,579.639,579.611,43099.727929449,13782000,0.000
11,1992-02-18,585.502,584.946,585.556,579.639,37539.675476847,12655000,0.000
11,1992-02-19,585.952,586.514,586.514,584.946,48190.765456616,16501000,0.000
11,1992-02-20,587.335,588.139,588.144,586.514,57484.410471565,20004000,0.000
11,1992-02-21,591.244,591.434,591.529,588.139,53544.314358019,19254000,0.000
11,1992-02-24,591.858,591.688,592.000,591.434,50036.061026352,18038000,0.000
11,1992-02-25,591.454,591.652,591.908,590.727,22302.078419402,8037000,0.000
11,1992-02-26,591.507,591.576,591.761,591.345,22443.765620661,8082000,0.000
11,1992-02-27,591.827,592.230,592.391,591.576,49471.651262243,17931000,0.000
11,1992-02-28,592.700,592.841,592.844,592.230,72398.946964296,26401000,0.000
11,1992-03-02,592.976,593.042,593.042,592.841,15446.509209338,5644000,0.000
11,1992-03-03,593.426,593.484,593.552,593.042,9171.6621253406,3366000,0.000
11,1992-03-04,593.637,593.845,593.834,593.470,28127.715030408,10360000,0.000
11,1992-03-05,594.115,594.237,594.270,593.787,40372.133275638,14928000,0.000
11,1992-03-06,594.516,594.779,594.779,594.237,26786.09855821,9958000,0.000
11,1992-03-09,594.914,595.256,595.399,594.811,59628.410034,22273000,0.000
11,1992-03-10,595.512,595.713,595.713,595.256,19859.819310823,7452000,0.000
11,1992-03-11,595.884,595.956,595.986,595.646,29877.173392886,11238000,0.000
11,1992-03-12,596.332,596.164,596.338,595.956,83821.500583678,31594000,0.000
11,1992-03-13,596.074,596.020,596.236,596.020,11921.462351878,4487000,0.000
11,1992-03-16,596.186,596.199,596.298,596.020,6007.1608539981,2265000,0.000
11,1992-03-17,596.319,596.316,596.409,596.194,3549.7629076267,1340000,0.000
11,1992-03-18,596.436,596.362,596.537,596.316,5963.0355346078,2252000,0.000
11,1992-03-19,596.255,596.268,596.441,595.975,93056.107709841,35111000,0.000
11,1992-03-20,596.428,596.449,596.460,596.268,20751.871742639,7844000,0.000
11,1992-03-23,596.614,596.688,596.728,596.306,64332.655915965,24375000,0.000
11,1992-03-24,596.593,596.635,596.850,596.465,18527.027383876,7016000,0.000
11,1992-03-25,596.540,596.484,596.723,596.484,56714.799534539,21445000,0.000
11,1992-03-26,596.794,596.752,596.808,596.356,63769.683222114,24177000,0.000
11,1992-03-27,596.890,597.186,597.191,596.752,14363.001286866,5469000,0.000
11,1992-03-30,597.389,597.362,597.394,597.183,105806.94211409,40359000,0.000
11,1992-03-31,597.476,597.310,597.526,597.310,141257.47560592,53853000,0.000
11,1992-04-01,597.391,597.249,597.470,597.249,20385.291724627,7767000,0.000
11,1992-04-02,597.370,597.278,597.399,597.249,8377.9387069689,3193000,0.000
11,1992-04-03,597.362,597.333,597.397,597.278,8855.8466420161,3377000,0.000
11,1992-04-06,597.502,597.370,597.531,597.333,38123.574593022,14543000,0.000
11,1992-04-07,597.497,597.491,597.536,597.370,79244.887806666,30266000,0.000
11,1992-04-08,597.649,597.623,597.665,597.489,13798.60366603,5277000,0.000
11,1992-04-09,597.491,597.418,597.741,597.418,18729.202148565,7148000,0.000
11,1992-04-10,597.383,597.518,597.520,597.299,35334.921341256,13499000,0.000
11,1992-04-13,598.887,599.878,600.179,597.518,134079.92636343,52440000,0.000
11,1992-04-14,600.388,602.290,602.290,599.876,62864.132198397,25184000,0.000
11,1992-04-15,602.225,603.812,603.812,601.692,61853.363493312,25157000,0.000
11,1992-04-16,603.155,604.754,604.768,603.018,139973.20667397,57466000,0.000
11,1992-04-17,604.265,605.696,605.696,603.681,108831.62009556,45102000,0.000
11,1992-04-20,606.366,605.558,607.277,605.507,56073.456566389,23206000,0.000
11,1992-04-21,606.558,604.634,607.411,602.861,176025.45968883,72181000,0.000
11,1992-04-22,602.167,602.107,604.634,602.105,183902.67080124,73539000,0.000
11,1992-04-23,603.913,603.942,604.339,600.771,174492.32658072,71062000,0.000
11,1992-04-24,603.604,605.692,605.849,601.568,114975.86872587,47646000,0.000
11,1992-04-27,607.625,608.131,608.211,605.466,126204.71995855,53584000,0.000
11,1992-04-28,610.544,610.819,610.869,608.131,123712.99502396,53950000,0.000
11,1992-04-29,612.908,612.662,613.104,610.819,150319.70461095,66766000,0.000
11,1992-04-30,610.736,612.937,613.737,610.257,118072.20800216,52587000,0.000
11,1992-05-04,615.054,614.780,615.358,612.937,223442.52898902,101358000,0.000
